user_id,rank,content_id,predicted_score,title,topic,difficulty
U0011,4,C088,0.6139,Qué es la inflación y cómo nos afecta,inflación,básico
U0011,5,C042,0.5975,Cómo detectar un chiringuito financiero,fraude,básico
U0012,1,C072,0.586,Calculadora de gestión de deudas,deuda,básico
U0012,2,C009,0.5071,Cómo gestionar mis deudas,deuda,básico
U0012,3,C030,0.5031,La detective Sara Gómez investiga el fraude por internet,fraude,básico
U0012,4,C047,0.5017,Ahorro automático: la regla del 50/30/20,ahorro,básico
U0012,5,C088,0.4909,Qué es la inflación y cómo nos afecta,inflación,básico
U0013,1,C072,0.553,Calculadora de gestión de deudas,deuda,básico
U0013,2,C053,0.514,Protección de datos en operaciones financieras,fraude,básico
U0013,3,C009,0.5088,Cómo gestionar mis deudas,deuda,básico
U0013,4,C015,0.4783,Glosario de términos financieros,planificación,básico
U0013,5,C047,0.4687,Ahorro automático: la regla del 50/30/20,ahorro,básico
U0014,1,C072,0.6083,Calculadora de gestión de deudas,deuda,básico
U0014,2,C088,0.6039,Qué es la inflación y cómo nos afecta,inflación,básico
U0014,3,C009,0.5861,Cómo gestionar mis deudas,deuda,básico
U0014,4,C048,0.5764,Fondo de emergencia: por qué y cómo crearlo,ahorro,básico
U0014,5,C018,0.513,Depósitos a plazo,cuentas bancarias,básico
U0015,1,C072,0.6109,Calculadora de gestión de deudas,deuda,básico
U0015,2,C009,0.5755,Cómo gestionar mis deudas,deuda,básico
U0015,3,C088,0.5725,Qué es la inflación y cómo nos afecta,inflación,básico
U0015,4,C053,0.5659,Protección de datos en operaciones financieras,fraude,básico
U0015,5,C061,0.5462,Manual para universitarios,planificación,básico
U0016,1,C072,0.5669,Calculadora de gestión de deudas,deuda,básico
U0016,2,C088,0.5657,Qué es la inflación y cómo nos afecta,inflación,básico
U0016,3,C009,0.5279,Cómo gestionar mis deudas,deuda,básico
U0016,4,C008,0.4849,5 consejos sobre endeudamiento,deuda,básico
U0016,5,C002,0.4751,Cómo está tu salud financiera,planificación,básico
U0017,1,C072,0.5673,Calculadora de gestión de deudas,deuda,básico
U0017,2,C009,0.5275,Cómo gestionar mis deudas,deuda,básico
U0017,3,C088,0.5178,Qué es la inflación y cómo nos afecta,inflación,básico
U0017,4,C057,0.4852,Cómo comparar productos de ahorro,ahorro,básico
U0017,5,C008,0.4768,5 consejos sobre endeudamiento,deuda,básico
U0018,1,C057,0.7154,Cómo comparar productos de ahorro,ahorro,básico
U0018,2,C047,0.6377,Ahorro automático: la regla del 50/30/20,ahorro,básico
U0018,3,C072,0.6317,Calculadora de gestión de deudas,deuda,básico
U0018,4,C015,0.6142,Glosario de términos financieros,planificación,básico
U0018,5,C009,0.604,Cómo gestionar mis deudas,deuda,básico
U0019,1,C072,0.6282,Calculadora de gestión de deudas,deuda,básico
U0019,2,C073,0.5961,Calculadora de ahorro mensual,ahorro,básico
U0019,3,C088,0.5832,Qué es la inflación y cómo nos afecta,inflación,básico
U0019,4,C071,0.581,Calculadora de presupuesto personal,planificación,básico
U0019,5,C015,0.5775,Glosario de términos financieros,planificación,básico
U0020,1,C009,0.5282,Cómo gestionar mis deudas,deuda,básico
U0020,2,C088,0.4946,Qué es la inflación y cómo nos afecta,inflación,básico
U0020,3,C008,0.487,5 consejos sobre endeudamiento,deuda,básico
U0020,4,C089,0.4701,Cómo afectan a mi dinero la inflación y los tipos de interés,inflación,intermedio
U0020,5,C053,0.4517,Protección de datos en operaciones financieras,fraude,básico
U0021,1,C072,0.5294,Calculadora de gestión de deudas,deuda,básico
U0021,2,C071,0.497,Calculadora de presupuesto personal,planificación,básico
U0021,3,C053,0.4857,Protección de datos en operaciones financieras,fraude,básico
U0021,4,C088,0.4781,Qué es la inflación y cómo nos afecta,inflación,básico
U0021,5,C009,0.4715,Cómo gestionar mis deudas,deuda,básico
U0022,1,C072,0.5545,Calculadora de gestión de deudas,deuda,básico
U0022,2,C009,0.505,Cómo gestionar mis deudas,deuda,básico
U0022,3,C053,0.4901,Protección de datos en operaciones financieras,fraude,básico
U0022,4,C051,0.4729,Declaración de la renta: conceptos básicos,planificación,básico
U0022,5,C088,0.4718,Qué es la inflación y cómo nos afecta,inflación,básico
U0023,1,C072,0.6704,Calculadora de gestión de deudas,deuda,básico
U0023,2,C009,0.6386,Cómo gestionar mis deudas,deuda,básico
U0023,3,C073,0.6253,Calculadora de ahorro mensual,ahorro,básico
U0023,4,C053,0.6164,Protección de datos en operaciones financieras,fraude,básico
U0023,5,C048,0.58,Fondo de emergencia: por qué y cómo crearlo,ahorro,básico
U0024,1,C072,0.5356,Calculadora de gestión de deudas,deuda,básico
U0024,2,C009,0.5083,Cómo gestionar mis deudas,deuda,básico
U0024,3,C088,0.4921,Qué es la inflación y cómo nos afecta,inflación,básico
U0024,4,C071,0.4828,Calculadora de presupuesto personal,planificación,básico
U0024,5,C053,0.4731,Protección de datos en operaciones financieras,fraude,básico
U0025,1,C072,0.5555,Calculadora de gestión de deudas,deuda,básico
U0025,2,C009,0.5154,Cómo gestionar mis deudas,deuda,básico
U0025,3,C008,0.4772,5 consejos sobre endeudamiento,deuda,básico
U0025,4,C088,0.4686,Qué es la inflación y cómo nos afecta,inflación,básico
U0025,5,C073,0.462,Calculadora de ahorro mensual,ahorro,básico
U0026,1,C072,0.59,Calculadora de gestión de deudas,deuda,básico
U0026,2,C009,0.5301,Cómo gestionar mis deudas,deuda,básico
U0026,3,C002,0.5245,Cómo está tu salud financiera,planificación,básico
U0026,4,C008,0.4876,5 consejos sobre endeudamiento,deuda,básico
U0026,5,C088,0.477,Qué es la inflación y cómo nos afecta,inflación,básico
U0027,1,C072,0.5701,Calculadora de gestión de deudas,deuda,básico
U0027,2,C009,0.5401,Cómo gestionar mis deudas,deuda,básico
U0027,3,C047,0.4974,Ahorro automático: la regla del 50/30/20,ahorro,básico
U0027,4,C025,0.4899,Comisiones bancarias,cuentas bancarias,básico
U0027,5,C008,0.4784,5 consejos sobre endeudamiento,deuda,básico
U0028,1,C073,0.6299,Calculadora de ahorro mensual,ahorro,básico
U0028,2,C072,0.5914,Calculadora de gestión de deudas,deuda,básico
U0028,3,C067,0.574,Del like a la inversión,fraude,básico
U0028,4,C048,0.5723,Fondo de emergencia: por qué y cómo crearlo,ahorro,básico
U0028,5,C009,0.5673,Cómo gestionar mis deudas,deuda,básico
U0029,1,C072,0.5644,Calculadora de gestión de deudas,deuda,básico
U0029,2,C009,0.52,Cómo gestionar mis deudas,deuda,básico
U0029,3,C088,0.4936,Qué es la inflación y cómo nos afecta,inflación,básico
U0029,4,C008,0.4725,5 consejos sobre endeudamiento,deuda,básico
U0029,5,C089,0.4564,Cómo afectan a mi dinero la inflación y los tipos de interés,inflación,intermedio
U0030,1,C072,0.5693,Calculadora de gestión de deudas,deuda,básico
U0030,2,C009,0.54,Cómo gestionar mis deudas,deuda,básico
U0030,3,C088,0.5217,Qué es la inflación y cómo nos afecta,inflación,básico
U0030,4,C008,0.4761,5 consejos sobre endeudamiento,deuda,básico
U0030,5,C089,0.4701,Cómo afectan a mi dinero la inflación y los tipos de interés,inflación,intermedio
U0031,1,C088,0.6437,Qué es la inflación y cómo nos afecta,inflación,básico
U0031,2,C072,0.6278,Calculadora de gestión de deudas,deuda,básico
U0031,3,C009,0.6167,Cómo gestionar mis deudas,deuda,básico
U0031,4,C048,0.5569,Fondo de emergencia: por qué y cómo crearlo,ahorro,básico
U0031,5,C008,0.5461,5 consejos sobre endeudamiento,deuda,básico
U0032,1,C072,0.574,Calculadora de gestión de deudas,deuda,básico
U0032,2,C009,0.5438,Cómo gestionar mis deudas,deuda,básico
U0032,3,C053,0.4907,Protección de datos en operaciones financieras,fraude,básico
U0032,4,C008,0.4769,5 consejos sobre endeudamiento,deuda,básico
U0032,5,C089,0.4701,Cómo afectan a mi dinero la inflación y los tipos de interés,inflación,intermedio
U0033,1,C072,0.5369,Calculadora de gestión de deudas,deuda,básico
U0033,2,C009,0.5034,Cómo gestionar mis deudas,deuda,básico
U0033,3,C008,0.4552,5 consejos sobre endeudamiento,deuda,básico
U0033,4,C089,0.4471,Cómo afectan a mi dinero la inflación y los tipos de interés,inflación,intermedio
U0033,5,C055,0.4311,Finanzas sostenibles: criterios ESG,inversión,avanzado
U0034,1,C072,0.632,Calculadora de gestión de deudas,deuda,básico
U0034,2,C009,0.6128,Cómo gestionar mis deudas,deuda,básico
U0034,3,C088,0.6104,Qué es la inflación y cómo nos afecta,inflación,básico
U0034,4,C048,0.597,Fondo de emergencia: por qué y cómo crearlo,ahorro,básico
U0034,5,C073,0.5966,Calculadora de ahorro mensual,ahorro,básico
U0035,1,C072,0.6211,Calculadora de gestión de deudas,deuda,básico
U0035,2,C009,0.5489,Cómo gestionar mis deudas,deuda,básico
U0035,3,C030,0.5482,La detective Sara Gómez investiga el fraude por internet,fraude,básico
U0035,4,C042,0.5402,Cómo detectar un chiringuito financiero,fraude,básico
U0035,5,C088,0.5354,Qué es la inflación y cómo nos afecta,inflación,básico
U0036,1,C053,0.6415,Protección de datos en operaciones financieras,fraude,básico
U0036,2,C048,0.5775,Fondo de emergencia: por qué y cómo crearlo,ahorro,básico
U0036,3,C072,0.5713,Calculadora de gestión de deudas,deuda,básico
U0036,4,C009,0.5552,Cómo gestionar mis deudas,deuda,básico
U0036,5,C030,0.5395,La detective Sara Gómez investiga el fraude por internet,fraude,básico
U0037,1,C072,0.604,Calculadora de gestión de deudas,deuda,básico
U0037,2,C065,0.587,Chiringuitos financieros,fraude,básico
U0037,3,C009,0.5787,Cómo gestionar mis deudas,deuda,básico
U0037,4,C047,0.5721,Ahorro automático: la regla del 50/30/20,ahorro,básico
U0037,5,C015,0.5686,Glosario de términos financieros,planificación,básico
U0038,1,C073,0.7164,Calculadora de ahorro mensual,ahorro,básico
U0038,2,C048,0.7018,Fondo de emergencia: por qué y cómo crearlo,ahorro,básico
U0038,3,C072,0.6769,Calculadora de gestión de deudas,deuda,básico
U0038,4,C088,0.6427,Qué es la inflación y cómo nos afecta,inflación,básico
U0038,5,C009,0.6397,Cómo gestionar mis deudas,deuda,básico
U0039,1,C072,0.6101,Calculadora de gestión de deudas,deuda,básico
U0039,2,C009,0.5959,Cómo gestionar mis deudas,deuda,básico
U0039,3,C008,0.5596,5 consejos sobre endeudamiento,deuda,básico
U0039,4,C042,0.5553,Cómo detectar un chiringuito financiero,fraude,básico
U0039,5,C064,0.5354,Estafas y fraudes financieros,fraude,básico
U0040,1,C072,0.5702,Calculadora de gestión de deudas,deuda,básico
U0040,2,C009,0.5281,Cómo gestionar mis deudas,deuda,básico
U0040,3,C053,0.4843,Protección de datos en operaciones financieras,fraude,básico
U0040,4,C088,0.4753,Qué es la inflación y cómo nos afecta,inflación,básico
U0040,5,C008,0.4729,5 consejos sobre endeudamiento,deuda,básico
U0041,1,C011,0.6083,Cuidado del entorno: el banco y yo,cuentas bancarias,básico
U0041,2,C088,0.5881,Qué es la inflación y cómo nos afecta,inflación,básico
U0041,3,C017,0.5658,"Cuentas corrientes, depósitos a la vista y libretas de ahorro",cuentas bancarias,básico
U0041,4,C009,0.5641,Cómo gestionar mis deudas,deuda,básico
U0041,5,C072,0.5561,Calculadora de gestión de deudas,deuda,básico
U0042,1,C073,0.6733,Calculadora de ahorro mensual,ahorro,básico
U0042,2,C048,0.6292,Fondo de emergencia: por qué y cómo crearlo,ahorro,básico
U0042,3,C072,0.5916,Calculadora de gestión de deudas,deuda,básico
U0042,4,C053,0.5708,Protección de datos en operaciones financieras,fraude,básico
U0042,5,C009,0.5661,Cómo gestionar mis deudas,deuda,básico
U0043,1,C072,0.5678,Calculadora de gestión de deudas,deuda,básico
U0043,2,C009,0.5243,Cómo gestionar mis deudas,deuda,básico
U0043,3,C008,0.4868,5 consejos sobre endeudamiento,deuda,básico
U0043,4,C088,0.4762,Qué es la inflación y cómo nos afecta,inflación,básico
U0043,5,C047,0.4685,Ahorro automático: la regla del 50/30/20,ahorro,básico
U0044,1,C088,0.6859,Qué es la inflación y cómo nos afecta,inflación,básico
U0044,2,C072,0.6626,Calculadora de gestión de deudas,deuda,básico
U0044,3,C009,0.6381,Cómo gestionar mis deudas,deuda,básico
U0044,4,C082,0.5966,Comisiones bancarias: conceptos y comparación,cuentas bancarias,básico
U0044,5,C001,0.586,Cómo elaborar un presupuesto,planificación,básico
U0045,1,C053,0.7076,Protección de datos en operaciones financieras,fraude,básico
U0045,2,C072,0.6206,Calculadora de gestión de deudas,deuda,básico
U0045,3,C073,0.57,Calculadora de ahorro mensual,ahorro,básico
U0045,4,C002,0.5465,Cómo está tu salud financiera,planificación,básico
U0045,5,C088,0.534,Qué es la inflación y cómo nos afecta,inflación,básico
U0046,1,C072,0.6162,Calculadora de gestión de deudas,deuda,básico
U0046,2,C009,0.5749,Cómo gestionar mis deudas,deuda,básico
U0046,3,C088,0.5455,Qué es la inflación y cómo nos afecta,inflación,básico
U0046,4,C008,0.5317,5 consejos sobre endeudamiento,deuda,básico
U0046,5,C089,0.5165,Cómo afectan a mi dinero la inflación y los tipos de interés,inflación,intermedio
U0047,1,C072,0.6919,Calculadora de gestión de deudas,deuda,básico
U0047,2,C009,0.6573,Cómo gestionar mis deudas,deuda,básico
U0047,3,C028,0.6257,Protegerte contra el fraude,fraude,básico
U0047,4,C088,0.6156,Qué es la inflación y cómo nos afecta,inflación,básico
U0047,5,C008,0.5965,5 consejos sobre endeudamiento,deuda,básico
U0048,1,C072,0.6057,Calculadora de gestión de deudas,deuda,básico
U0048,2,C075,0.5466,Calculadora de patrimonio neto,planificación,intermedio
U0048,3,C009,0.5151,Cómo gestionar mis deudas,deuda,básico
U0048,4,C088,0.4946,Qué es la inflación y cómo nos afecta,inflación,básico
U0048,5,C043,0.4897,Plan de Educación Financiera 2022-2025,planificación,básico
U0049,1,C053,0.6319,Protección de datos en operaciones financieras,fraude,básico
U0049,2,C001,0.6027,Cómo elaborar un presupuesto,planificación,básico
U0049,3,C043,0.6023,Plan de Educación Financiera 2022-2025,planificación,básico
U0049,4,C072,0.5943,Calculadora de gestión de deudas,deuda,básico
U0049,5,C009,0.582,Cómo gestionar mis deudas,deuda,básico
U0050,1,C073,0.7307,Calculadora de ahorro mensual,ahorro,básico
U0050,2,C051,0.6847,Declaración de la renta: conceptos básicos,planificación,básico
U0050,3,C072,0.672,Calculadora de gestión de deudas,deuda,básico
U0050,4,C015,0.6548,Glosario de términos financieros,planificación,básico
U0050,5,C043,0.6434,Plan de Educación Financiera 2022-2025,planificación,básico
U0051,1,C072,0.6531,Calculadora de gestión de deudas,deuda,básico
U0051,2,C002,0.6354,Cómo está tu salud financiera,planificación,básico
U0051,3,C009,0.5813,Cómo gestionar mis deudas,deuda,básico
U0051,4,C088,0.5706,Qué es la inflación y cómo nos afecta,inflación,básico
U0051,5,C008,0.5489,5 consejos sobre endeudamiento,deuda,básico
U0052,1,C072,0.7133,Calculadora de gestión de deudas,deuda,básico
U0052,2,C009,0.6699,Cómo gestionar mis deudas,deuda,básico
U0052,3,C088,0.6432,Qué es la inflación y cómo nos afecta,inflación,básico
U0052,4,C002,0.6332,Cómo está tu salud financiera,planificación,básico
U0052,5,C011,0.6304,Cuidado del entorno: el banco y yo,cuentas bancarias,básico
U0053,1,C072,0.5269,Calculadora de gestión de deudas,deuda,básico
U0053,2,C053,0.4811,Protección de datos en operaciones financieras,fraude,básico
U0053,3,C009,0.4759,Cómo gestionar mis deudas,deuda,básico
U0053,4,C088,0.4746,Qué es la inflación y cómo nos afecta,inflación,básico
U0053,5,C030,0.4697,La detective Sara Gómez investiga el fraude por internet,fraude,básico
U0054,1,C072,0.5962,Calculadora de gestión de deudas,deuda,básico
U0054,2,C048,0.5657,Fondo de emergencia: por qué y cómo crearlo,ahorro,básico
U0054,3,C075,0.5363,Calculadora de patrimonio neto,planificación,intermedio
U0054,4,C047,0.5299,Ahorro automático: la regla del 50/30/20,ahorro,básico
U0054,5,C030,0.5236,La detective Sara Gómez investiga el fraude por internet,fraude,básico
U0055,1,C072,0.5869,Calculadora de gestión de deudas,deuda,básico
U0055,2,C088,0.5268,Qué es la inflación y cómo nos afecta,inflación,básico
U0055,3,C051,0.5231,Declaración de la renta: conceptos básicos,planificación,básico
U0055,4,C053,0.5156,Protección de datos en operaciones financieras,fraude,básico
U0055,5,C008,0.5105,5 consejos sobre endeudamiento,deuda,básico
U0056,1,C072,0.6405,Calculadora de gestión de deudas,deuda,básico
U0056,2,C009,0.5952,Cómo gestionar mis deudas,deuda,básico
U0056,3,C001,0.5815,Cómo elaborar un presupuesto,planificación,básico
U0056,4,C088,0.5716,Qué es la inflación y cómo nos afecta,inflación,básico
U0056,5,C073,0.5626,Calculadora de ahorro mensual,ahorro,básico
U0057,1,C072,0.5639,Calculadora de gestión de deudas,deuda,básico
U0057,2,C009,0.5318,Cómo gestionar mis deudas,deuda,básico
U0057,3,C088,0.5049,Qué es la inflación y cómo nos afecta,inflación,básico
U0057,4,C073,0.5015,Calculadora de ahorro mensual,ahorro,básico
U0057,5,C057,0.5015,Cómo comparar productos de ahorro,ahorro,básico
U0058,1,C072,0.5483,Calculadora de gestión de deudas,deuda,básico
U0058,2,C009,0.5252,Cómo gestionar mis deudas,deuda,básico
U0058,3,C088,0.5114,Qué es la inflación y cómo nos afecta,inflación,básico
U0058,4,C053,0.5007,Protección de datos en operaciones financieras,fraude,básico
U0058,5,C048,0.472,Fondo de emergencia: por qué y cómo crearlo,ahorro,básico
U0059,1,C072,0.5694,Calculadora de gestión de deudas,deuda,básico
U0059,2,C009,0.5401,Cómo gestionar mis deudas,deuda,básico
U0059,3,C088,0.5096,Qué es la inflación y cómo nos afecta,inflación,básico
U0059,4,C008,0.4783,5 consejos sobre endeudamiento,deuda,básico
U0059,5,C089,0.4634,Cómo afectan a mi dinero la inflación y los tipos de interés,inflación,intermedio
U0060,1,C047,0.6567,Ahorro automático: la regla del 50/30/20,ahorro,básico
U0060,2,C072,0.6161,Calculadora de gestión de deudas,deuda,básico
U0060,3,C071,0.6151,Calculadora de presupuesto personal,planificación,básico
U0060,4,C043,0.6071,Plan de Educación Financiera 2022-2025,planificación,básico
U0060,5,C088,0.605,Qué es la inflación y cómo nos afecta,inflación,básico
U0061,1,C072,0.6225,Calculadora de gestión de deudas,deuda,básico
U0061,2,C057,0.6156,Cómo comparar productos de ahorro,ahorro,básico
U0061,3,C006,0.6137,8 productos bancarios,cuentas bancarias,básico
U0061,4,C030,0.5913,La detective Sara Gómez investiga el fraude por internet,fraude,básico
U0061,5,C009,0.5829,Cómo gestionar mis deudas,deuda,básico
U0062,1,C072,0.5646,Calculadora de gestión de deudas,deuda,básico
U0062,2,C073,0.5567,Calculadora de ahorro mensual,ahorro,básico
U0062,3,C009,0.5101,Cómo gestionar mis deudas,deuda,básico
U0062,4,C088,0.4968,Qué es la inflación y cómo nos afecta,inflación,básico
U0062,5,C092,0.496,Qué son las comisiones bancarias,cuentas bancarias,básico
U0063,1,C072,0.6033,Calculadora de gestión de deudas,deuda,básico
U0063,2,C009,0.5969,Cómo gestionar mis deudas,deuda,básico
U0063,3,C082,0.5262,Comisiones bancarias: conceptos y comparación,cuentas bancarias,básico
U0063,4,C073,0.5225,Calculadora de ahorro mensual,ahorro,básico
U0063,5,C001,0.5089,Cómo elaborar un presupuesto,planificación,básico
U0064,1,C088,0.6588,Qué es la inflación y cómo nos afecta,inflación,básico
U0064,2,C072,0.642,Calculadora de gestión de deudas,deuda,básico
U0064,3,C009,0.6284,Cómo gestionar mis deudas,deuda,básico
U0064,4,C018,0.5999,Depósitos a plazo,cuentas bancarias,básico
U0064,5,C011,0.5964,Cuidado del entorno: el banco y yo,cuentas bancarias,básico
U0065,1,C015,0.7423,Glosario de términos financieros,planificación,básico
U0065,2,C073,0.668,Calculadora de ahorro mensual,ahorro,básico
U0065,3,C072,0.6162,Calculadora de gestión de deudas,deuda,básico
U0065,4,C025,0.5754,Comisiones bancarias,cuentas bancarias,básico
U0065,5,C088,0.5653,Qué es la inflación y cómo nos afecta,inflación,básico
U0066,1,C073,0.644,Calculadora de ahorro mensual,ahorro,básico
U0066,2,C092,0.6297,Qué son las comisiones bancarias,cuentas bancarias,básico
U0066,3,C072,0.6232,Calculadora de gestión de deudas,deuda,básico
U0066,4,C053,0.6055,Protección de datos en operaciones financieras,fraude,básico
U0066,5,C009,0.593,Cómo gestionar mis deudas,deuda,básico
U0067,1,C072,0.5503,Calculadora de gestión de deudas,deuda,básico
U0067,2,C009,0.5004,Cómo gestionar mis deudas,deuda,básico
U0067,3,C088,0.4961,Qué es la inflación y cómo nos afecta,inflación,básico
U0067,4,C008,0.4835,5 consejos sobre endeudamiento,deuda,básico
U0067,5,C053,0.4717,Protección de datos en operaciones financieras,fraude,básico
U0068,1,C072,0.6104,Calculadora de gestión de deudas,deuda,básico
U0068,2,C073,0.5926,Calculadora de ahorro mensual,ahorro,básico
U0068,3,C053,0.5871,Protección de datos en operaciones financieras,fraude,básico
U0068,4,C008,0.5692,5 consejos sobre endeudamiento,deuda,básico
U0068,5,C009,0.5687,Cómo gestionar mis deudas,deuda,básico
U0069,1,C072,0.6335,Calculadora de gestión de deudas,deuda,básico
U0069,2,C009,0.5918,Cómo gestionar mis deudas,deuda,básico
U0069,3,C073,0.5747,Calculadora de ahorro mensual,ahorro,básico
U0069,4,C008,0.542,5 consejos sobre endeudamiento,deuda,básico
U0069,5,C011,0.5401,Cuidado del entorno: el banco y yo,cuentas bancarias,básico
U0070,1,C072,0.6654,Calculadora de gestión de deudas,deuda,básico
U0070,2,C009,0.6117,Cómo gestionar mis deudas,deuda,básico
U0070,3,C008,0.574,5 consejos sobre endeudamiento,deuda,básico
U0070,4,C088,0.5708,Qué es la inflación y cómo nos afecta,inflación,básico
U0070,5,C043,0.5496,Plan de Educación Financiera 2022-2025,planificación,básico
U0071,1,C072,0.6215,Calculadora de gestión de deudas,deuda,básico
U0071,2,C009,0.5644,Cómo gestionar mis deudas,deuda,básico
U0071,3,C061,0.5583,Manual para universitarios,planificación,básico
U0071,4,C008,0.5553,5 consejos sobre endeudamiento,deuda,básico
U0071,5,C057,0.5471,Cómo comparar productos de ahorro,ahorro,básico
U0072,1,C088,0.6131,Qué es la inflación y cómo nos afecta,inflación,básico
U0072,2,C072,0.5741,Calculadora de gestión de deudas,deuda,básico
U0072,3,C009,0.5655,Cómo gestionar mis deudas,deuda,básico
U0072,4,C047,0.538,Ahorro automático: la regla del 50/30/20,ahorro,básico
U0072,5,C043,0.5263,Plan de Educación Financiera 2022-2025,planificación,básico
U0073,1,C030,0.5953,La detective Sara Gómez investiga el fraude por internet,fraude,básico
U0073,2,C088,0.5906,Qué es la inflación y cómo nos afecta,inflación,básico
U0073,3,C072,0.5887,Calculadora de gestión de deudas,deuda,básico
U0073,4,C073,0.5838,Calculadora de ahorro mensual,ahorro,básico
U0073,5,C061,0.5755,Manual para universitarios,planificación,básico
U0074,1,C072,0.6153,Calculadora de gestión de deudas,deuda,básico
U0074,2,C009,0.5668,Cómo gestionar mis deudas,deuda,básico
U0074,3,C008,0.5275,5 consejos sobre endeudamiento,deuda,básico
U0074,4,C073,0.5162,Calculadora de ahorro mensual,ahorro,básico
U0074,5,C089,0.5144,Cómo afectan a mi dinero la inflación y los tipos de interés,inflación,intermedio
U0075,1,C073,0.6512,Calculadora de ahorro mensual,ahorro,básico
U0075,2,C092,0.6384,Qué son las comisiones bancarias,cuentas bancarias,básico
U0075,3,C072,0.6334,Calculadora de gestión de deudas,deuda,básico
U0075,4,C015,0.6146,Glosario de términos financieros,planificación,básico
U0075,5,C025,0.6102,Comisiones bancarias,cuentas bancarias,básico
U0076,1,C053,0.7092,Protección de datos en operaciones financieras,fraude,básico
U0076,2,C009,0.6354,Cómo gestionar mis deudas,deuda,básico
U0076,3,C072,0.6291,Calculadora de gestión de deudas,deuda,básico
