content_id,title,source,url,topic,subtopic,difficulty,format,summary,learning_objective,prerequisites,risk_level,is_investment_related
C027,Tabla de tipos de referencia oficiales del mercado hipotecario,Portal Cliente Bancario BdE,https://clientebancario.bde.es/pcb/es/menu-horizontal/productosservici/relacionados/tiposinteres/guia-textual/tiposinteresrefe/tabla_tipos_referencia_oficiales_mercado_hipotecario.html,hipotecas,índices de referencia,avanzado,artículo web,"Tabla de índices oficiales (EURIBOR, IRPH, etc.) para hipotecas",Identificar el índice de referencia de una hipoteca,C11;C26,medio,no
C028,Protegerte contra el fraude,Portal Cliente Bancario BdE,https://clientebancario.bde.es/pcb/es/menu-horizontal/actualidadeducac/educacion-financiera/protegete-contra-el-fraude/,fraude,prevención,básico,artículo web,Aprende a reconocer las prácticas de fraude financiero más comunes,Detectar señales de fraude y estafas,C15;C29,bajo,no
C029,Blog del BdE: fraude o errores,Portal Cliente Bancario BdE,https://clientebancario.bde.es/pcb/es/blog/como-en-el-padel-la-calma-gana-el-punto.html,fraude,casos prácticos,básico,artículo blog,Reflexiones sobre casos reales de fraude y errores financieros,Aprender de casos reales,C15,bajo,no
C030,La detective Sara Gómez investiga el fraude por internet,Portal Cliente Bancario BdE,https://clientebancario.bde.es/pcb/es/menu-horizontal/actualidadeducac/videos/la-detective-sara-gomez-investiga-el-fraude-por-internet.html,fraude,fraude online,básico,vídeo educativo,Vídeo animado sobre fraude en compras online,Reconocer patrones de fraude digital,C15;C29,bajo,no
C031,Cálculo de la TAE de un préstamo personal,Portal Cliente Bancario BdE,https://clientebancario.bde.es/pcb/es/menu-horizontal/podemosayudarte/simuladores/calculo_tae_prestamo_personal.html,préstamos,TAE,intermedio,simulador,Calcula la TAE de un préstamo personal,Entender el coste efectivo de un préstamo,C10;C19,medio,no
C032,Cálculo de la TAE de un préstamo hipotecario,Portal Cliente Bancario BdE,https://clientebancario.bde.es/pcb/es/menu-horizontal/podemosayudarte/simuladores/calculo-de-la-tae-de-un-prestamo-hipotecario.html,hipotecas,TAE,avanzado,simulador,Calcula la TAE de un préstamo hipotecario,Comparar hipotecas por su TAE,C11;C19,medio,no
C033,Tipo de interés efectivo de una operación,Portal Cliente Bancario BdE,https://clientebancario.bde.es/pcb/es/menu-horizontal/podemosayudarte/simuladores/calculo_tipo_interes_efectivo.html,interés,cálculo financiero,intermedio,simulador,Calcula el tipo de interés efectivo de una operación,Entender la diferencia entre tipo nominal y efectivo,C05;C19,bajo,no
C034,Coste financiero de un préstamo,Portal Cliente Bancario BdE,https://clientebancario.bde.es/pcb/es/menu-horizontal/podemosayudarte/simuladores/calculo-del-coste-financiero.html,préstamos,coste total,intermedio,simulador,Calcula el coste total de un préstamo a lo largo de su vida,Estimar el coste real de un préstamo,C10;C19,medio,no
C035,Guías del inversor: introducción,CNMV,https://www.cnmv.es/portal/publicaciones/guias?lang=es&page=0,inversión,introducción,básico,artículo web,Qué es la CNMV y qué información ofrece al inversor,Conocer el papel de la CNMV,C12,bajo,si
C036,Inversor perfil conservador,CNMV,https://www.cnmv.es/Portal/Inversores-y-Educacion-Financiera,inversión,perfiles de inversor,intermedio,artículo web,Características de un inversor conservador,Identificar tu perfil de riesgo,C12;C13,medio,si
C037,Inversor perfil moderado,CNMV,https://www.cnmv.es/Portal/Inversores-y-Educacion-Financiera,inversión,perfiles de inversor,intermedio,artículo web,Características de un inversor moderado,Identificar tu perfil de riesgo,C12;C13,medio,si
C038,Inversor perfil agresivo,CNMV,https://www.cnmv.es/Portal/Inversores-y-Educacion-Financiera,inversión,perfiles de inversor,avanzado,artículo web,Características de un inversor agresivo y sus riesgos,Identificar tu perfil de riesgo,C12;C13,medio,si
C039,Fondos de inversión: qué son y cómo funcionan,CNMV,https://www.cnmv.es/portal/inversor/fondos-inversion?lang=es,inversión,fondos,avanzado,artículo web,"Concepto de fondo de inversión, comisiones y tipos",Entender los fondos de inversión,C12;C14,medio,si
C040,Acciones: cómo invertir en bolsa,CNMV,https://www.cnmv.es/DocPortal/Publicaciones/Guias/Guia_Como_Invertir_en_bolsa.pdf,inversión,bolsa,avanzado,artículo web,Conceptos básicos para invertir en acciones,Diferenciar entre acciones y otros productos,C12;C25,alto,si
C041,Riesgo y diversificación,CNMV,https://www.cnmv.es/TutorialesInversores/DecisionesInversion/02_CNMV_accesible/020102.htm,inversión,gestión del riesgo,intermedio,artículo web,Cómo diversificar para reducir el riesgo de la cartera,Aplicar la diversificación en una cartera,C12;C13;C14,medio,si
C042,Cómo detectar un chiringuito financiero,CNMV,https://www.cnmv.es/portal/inversor/decalogo-chiringuitos?lang=es,fraude,chiringuitos financieros,básico,artículo web,Señales para identificar entidades no autorizadas,Detectar chiringuitos financieros,C15;C29,alto,no
C043,Plan de Educación Financiera 2022-2025,CNMV y BdE,https://www.bde.es/wbe/es/educacion-financiera/plan-de-educacion-financiera.html,planificación,marco institucional,básico,documento estratégico,Objetivos y líneas de actuación del Plan Nacional de Educación Financiera,Conocer el marco institucional de la educación financiera,,bajo,no
C044,Encuesta de Competencias Financieras 2021,CNMV y BdE,https://www.bde.es/wbe/es/publicaciones/Publicaciones%20Ocasionales/competencias-financieras-2021-segunda-ola.html,planificación,encuesta nacional,intermedio,informe,Resultados de la encuesta sobre conocimientos y hábitos financieros de la población española,Conocer el estado de la cultura financiera en España,,bajo,no
C045,OECD/INFE 2020 International Survey of Adult Financial Literacy,OECD,https://www.oecd.org/finance/financial-education/measuring-financial-literacy.htm,planificación,encuesta internacional,intermedio,informe,Resultados de la encuesta internacional de competencias financieras de adultos,Comparar el nivel de España con el de otros países,,bajo,no
C046,PISA 2022 Financial Literacy Framework,OECD,https://www.oecd.org/pisa/innovation/pisa-2022-financial-literacy-framework.htm,planificación,marco internacional,avanzado,documento marco,Marco conceptual de la competencia financiera en PISA 2022,Conocer el marco internacional para evaluar competencia financiera de jóvenes,,bajo,no
C047,Ahorro automático: la regla del 50/30/20,Finanzas para Todos,https://www.finanzasparatodos.es/gestionar-tus-finanzas-pon-en-practica-la-regla-50-30-20,ahorro,método 50/30/20,básico,artículo web,Regla práctica para distribuir ingresos: 50% necesidades 30% deseos 20% ahorro,Aplicar la regla 50/30/20 al presupuesto,C01;C02,bajo,no
C048,Fondo de emergencia: por qué y cómo crearlo,Finanzas para Todos,https://www.finanzasparatodos.es/fondo-de-emergencia-que-es-cuanto-necesitas-y-como-construirlo,ahorro,fondo de emergencia,básico,artículo web,Por qué conviene tener un fondo de emergencia y de qué tamaño,Construir un colchón de seguridad financiera,C02,bajo,no
C049,Concepto de interés simple y compuesto,Finanzas para Todos,https://www.finanzasparatodos.es/interes-simple-e-interes-compuesto-sabes-que-es-cada-uno,interés,conceptos,básico,artículo web,Definición y ejemplos de interés simple y compuesto,Diferenciar interés simple e interés compuesto,C05;C06,bajo,no
C050,Cómo leer una nómina,Finanzas para Todos,https://www.finanzasparatodos.es/como-elaborar-un-presupuesto,planificación,nómina,básico,artículo web,Aprende a entender los conceptos de una nómina y las deducciones comunes,Interpretar correctamente la nómina mensual,C01;C21,bajo,no
C051,Declaración de la renta: conceptos básicos,Portal Cliente Bancario BdE,https://clientebancario.bde.es/pcb/es/menu-horizontal/productosservici/relacionados/comisiones/,planificación,renta,básico,artículo web,Conceptos básicos de la declaración de la renta,Entender los elementos principales del IRPF,C21,bajo,no
C052,Seguros: tipos y coberturas principales,CNMV,https://www.cnmv.es/Portal/Inversores-y-Educacion-Financiera,riesgo,seguros,intermedio,artículo web,"Qué cubren los principales tipos de seguros (hogar, vida, coche, salud)",Elegir el seguro adecuado a cada necesidad,C22,bajo,no
C053,Protección de datos en operaciones financieras,Portal Cliente Bancario BdE,https://clientebancario.bde.es/pcb/es/menu-horizontal/actualidadeducac/educacion-financiera/protegete-contra-el-fraude/,fraude,protección de datos,básico,artículo web,Buenas prácticas para proteger datos personales en operaciones online,Proteger credenciales y datos personales,C29,bajo,no
C054,Phishing: cómo identificar correos fraudulentos,Portal Cliente Bancario BdE,https://clientebancario.bde.es/pcb/es/menu-horizontal/actualidadeducac/educacion-financiera/protegete-contra-el-fraude/,fraude,phishing,básico,artículo web,Señales típicas de phishing y cómo actuar ante un correo sospechoso,Detectar correos y webs de phishing,C15;C29,bajo,no
C055,Finanzas sostenibles: criterios ESG,CNMV,https://www.cnmv.es/Portal/Inversores-y-Educacion-Financiera,inversión,finanzas sostenibles,avanzado,artículo web,Qué son los criterios ESG y cómo influyen en las decisiones de inversión,Entender los criterios ESG en inversión,C12;C30,medio,si
C056,Criptomonedas: riesgos y advertencias,CNMV,https://www.cnmv.es/Portal/Inversores-y-Educacion-Financiera,inversión,criptomonedas,avanzado,artículo web,Advertencias de la CNMV sobre inversiones en criptoactivos,Conocer los riesgos de invertir en criptomonedas,C12;C13;C25,alto,si
C057,Cómo comparar productos de ahorro,Finanzas para Todos,https://www.finanzasparatodos.es/system/cms_multimedia/cms_medias/files/000/000/398/original/8_productos_bancarios.pdf?1627554360,ahorro,comparación,básico,PDF,"Criterios para comparar depósitos, cuentas y otros productos de ahorro","Comparar productos de ahorro por TAE, comisiones y liquidez",C08;C19,bajo,no
C058,Decálogo del buen uso de la tarjeta,Portal Cliente Bancario BdE,https://clientebancario.bde.es/pcb/es/menu-horizontal/productosservici/serviciospago/tarjetas/,tarjetas,buenas prácticas,básico,artículo web,Recomendaciones para usar la tarjeta con seguridad y responsabilidad,Usar la tarjeta de forma responsable,C09;C19,bajo,no
C059,Errores comunes al solicitar una hipoteca,Portal Cliente Bancario BdE,https://clientebancario.bde.es/pcb/es/blog/eliban-te-aclara-algunas-de-tus-dudas-con-la-hipoteca.html,hipotecas,errores comunes,avanzado,artículo blog,Errores frecuentes al firmar una hipoteca y cómo evitarlos,Evitar errores al contratar una hipoteca,C11;C19,medio,no
C060,Euríbor: qué es y cómo afecta a tu hipoteca,Portal Cliente Bancario BdE,https://clientebancario.bde.es/pcb/es/menu-horizontal/productosservici/relacionados/tiposinteres/guia-textual/tiposinteresrefe/tabla_tipos_referencia_oficiales_mercado_hipotecario.html,hipotecas,Euríbor,intermedio,artículo web,Qué es el Euríbor y su influencia en las cuotas hipotecarias,Entender cómo el Euríbor afecta a la hipoteca,C11;C26,medio,no
C061,Manual para universitarios,CNMV,https://www.cnmv.es/DocPortal/Publicaciones/Guias/ManualUniversitarios.pdf,planificación,introducción financiera,básico,PDF,Manual introductorio de educación financiera orientado a público universitario,Adquirir conceptos financieros básicos antes de empezar la vida laboral,C01;C02,bajo,no
C062,Competencias básicas para inversores,CNMV,https://www.cnmv.es/DocPortal/Publicaciones/Guias/CompetenciasBasicasParaInversores.pdf,inversión,competencias previas,básico,PDF,Competencias mínimas que debe tener cualquier inversor antes de operar,Conocer qué se necesita saber antes de empezar a invertir,C12;C13,medio,si
C063,50 preguntas y respuestas básicas sobre inversión,CNMV,https://www.cnmv.es/DocPortal/Publicaciones/Guias/50PreguntasYRespuestasSobreInversion.pdf,inversión,conceptos básicos,básico,PDF,Cuestionario de 50 preguntas frecuentes sobre conceptos de inversión,Resolver las preguntas más comunes sobre inversión,C12,medio,si
C064,Estafas y fraudes financieros,CNMV,https://www.cnmv.es/DocPortal/Publicaciones/Guias/EstafasYFraudes.pdf,fraude,tipos de estafas,básico,PDF,Tipos de estafas financieras más comunes y cómo identificarlas,Reconocer y evitar estafas financieras,C15,bajo,no
C065,Chiringuitos financieros,CNMV,https://www.cnmv.es/DocPortal/Publicaciones/Guias/ChiringuitosFinancieros.pdf,fraude,plataformas no autorizadas,básico,PDF,Qué son los chiringuitos financieros y cómo identificarlos,Evitar plataformas de inversión no autorizadas,C15,medio,no
C066,Finfluencers: cómo actuar con responsabilidad,CNMV,https://www.cnmv.es/DocPortal/Publicaciones/Guias/FinfluencersActuarConResponsabilidad.pdf,fraude,redes sociales,básico,PDF,Riesgos de seguir consejos de inversión de influencers en redes sociales,Evaluar críticamente los consejos financieros en redes sociales,C15,medio,no
C067,Del like a la inversión,CNMV,https://www.cnmv.es/DocPortal/Publicaciones/Guias/QueDebesSaberDeLosFinfluencers.pdf,fraude,finfluencers,básico,PDF,Cómo distinguir información fiable de recomendaciones en redes sociales,Detectar contenido financiero no fiable en redes sociales,C15,medio,no
C068,Psicología económica para inversores,CNMV,https://www.cnmv.es/DocPortal/Publicaciones/Guias/PsicologiaEconomicaParaInversores.pdf,riesgo,sesgos cognitivos,intermedio,PDF,Sesgos psicológicos que afectan a las decisiones de inversión,Identificar y mitigar sesgos en decisiones de inversión,C13,medio,si
C069,Los fondos de inversión y la inversión colectiva,CNMV,https://www.cnmv.es/DocPortal/Publicaciones/Guias/FondosDeInversionEInversionColectiva.pdf,inversión,fondos de inversión,intermedio,PDF,Cómo funcionan los fondos de inversión y la inversión colectiva,Entender el funcionamiento de los fondos de inversión,C12;C26,medio,si
C070,Los fondos cotizados en bolsa (ETF),CNMV,https://www.cnmv.es/DocPortal/Publicaciones/Guias/LosFondosCotizadosEnBolsa(ETF).pdf,inversión,ETF,intermedio,PDF,"Qué son los ETF, cómo funcionan y sus principales características",Comprender el producto ETF como vehículo de inversión,C12;C26,medio,si
C071,Calculadora de presupuesto personal,Finanzas para Todos,https://www.finanzasparatodos.es/fondo-de-emergencia-que-es-cuanto-necesitas-y-como-construirlo,planificación,herramienta presupuesto,básico,calculadora,Calculadora interactiva para registrar ingresos y gastos mensuales,Construir un presupuesto realista con la herramienta oficial,C01,bajo,no
C072,Calculadora de gestión de deudas,Finanzas para Todos,https://www.finanzasparatodos.es/herramientas/mis-deudas,deuda,herramienta deudas,básico,calculadora,Calculadora para evaluar el nivel de endeudamiento y planificar la salida,Diagnosticar y reducir el nivel de deuda,C03,bajo,no
C073,Calculadora de ahorro mensual,Finanzas para Todos,https://www.finanzasparatodos.es/herramientas/mis-ahorros,ahorro,herramienta ahorro,básico,calculadora,Calculadora para planificar objetivos de ahorro a corto y medio plazo,Definir y simular un plan de ahorro realista,C02,bajo,no
C074,Calculadora de jubilación,Finanzas para Todos,https://www.finanzasparatodos.es/herramientas/calculadora-de-jubilacion,planificación,herramienta jubilación,intermedio,calculadora,Calculadora para estimar la pensión de jubilación y el ahorro necesario,Estimar la brecha entre ingresos esperados y necesidades en jubilación,C16;C23,bajo,no
C075,Calculadora de patrimonio neto,Finanzas para Todos,https://www.finanzasparatodos.es/herramientas/mi-valor-neto,planificación,herramienta patrimonio,intermedio,calculadora,Calculadora para estimar el patrimonio neto (activos menos pasivos),Conocer la situación patrimonial real del hogar,C01;C16,bajo,no
C076,Glosario de términos financieros,Finanzas para Todos,https://www.finanzasparatodos.es/glosario,planificación,terminología,básico,glosario web,Definiciones claras de los términos financieros más habituales,Comprender la terminología financiera antes de operar,,bajo,no
C077,Simulador de TAE de préstamos,Portal Cliente Bancario BdE,https://clientebancario.bde.es/pcb/es/menu-horizontal/podemosayudarte/simuladores/calculo_cuota_prestamo_personal.html,préstamos,simulador TAE,intermedio,simulador,Calcula la TAE real de un préstamo personal incluyendo comisiones,Comparar ofertas de préstamos por TAE efectiva,C19;C10,bajo,no
C078,Cómo diversificar una cartera de inversión,CNMV,https://www.cnmv.es/DocPortal/Publicaciones/Guias/CompetenciasBasicasParaInversores.pdf,diversificación,estrategia de inversión,básico,artículo web,Conceptos básicos sobre diversificación de carteras para reducir riesgo,Aplicar principios de diversificación a una cartera personal,C12;C13,medio,si
C079,Inflación y poder adquisitivo,OECD,https://www.oecd.org/content/dam/oecd/en/publications/reports/2026/01/oecd-infe-toolkit-for-measuring-financial-literacy-inclusion-and-well-being-2026_6e8d9566/92f2d439-en.pdf,inflación,poder adquisitivo,intermedio,PDF,Marco oficial para comprender cómo la inflación afecta al valor real del dinero y las decisiones financieras,Explicar la relación entre inflación y poder adquisitivo,C05,bajo,no
C080,Interés compuesto: capitalización y crecimiento,OECD,https://www.oecd.org/content/dam/oecd/en/publications/reports/2026/01/oecd-infe-toolkit-for-measuring-financial-literacy-inclusion-and-well-being-2026_6e8d9566/92f2d439-en.pdf,interés,interés compuesto,intermedio,PDF,Instrumento OECD/INFE para medir y explicar la comprensión del interés compuesto,Distinguir crecimiento simple de crecimiento compuesto,C05,bajo,no
C081,Objetivos financieros personales,Finanzas para Todos,https://www.finanzasparatodos.es/herramientas/mis-objetivos,planificación,objetivos financieros,intermedio,herramienta,Herramienta oficial para definir y seguir objetivos financieros personales,Convertir objetivos financieros en un plan de acción,C01;C02,bajo,no
C082,Comisiones bancarias: conceptos y comparación,Portal Cliente Bancario BdE,https://clientebancario.bde.es/pcb/es/menu-horizontal/productosservici/relacionados/comisiones/,cuentas bancarias,comisiones,básico,artículo web,Información del Banco de España sobre comisiones y servicios bancarios,Identificar y comparar comisiones bancarias,C08,bajo,no
C083,Volatilidad y riesgo de los activos,CNMV,https://www.cnmv.es/DocPortal/Publicaciones/Guias/CompetenciasBasicasParaInversores.pdf,riesgo,volatilidad,avanzado,PDF,Guía de competencias básicas para interpretar riesgo y variación de los activos,Relacionar volatilidad con riesgo financiero,C13,medio,si
C084,Seguros: conceptos y coberturas,Finanzas para Todos,https://www.finanzasparatodos.es/seguros,riesgo,seguros,intermedio,artículo web,"Información institucional sobre finalidad, tipos y coberturas de seguros","Distinguir prima, cobertura, exclusiones y riesgo asegurado",C13,bajo,no
C085,Fiscalidad básica de los fondos de inversión,CNMV,https://www.cnmv.es/DocPortal/Publicaciones/Guias/FiscalidadFondosDeInversionEnElIRPF.pdf,planificación,impuestos,intermedio,PDF,Guía CNMV sobre fiscalidad de fondos de inversión en el IRPF,Identificar conceptos básicos de fiscalidad de inversiones,C21,medio,si
C086,Criptoactivos y alfabetización financiera digital,OECD,https://www.oecd.org/content/dam/oecd/en/publications/reports/2026/01/oecd-infe-toolkit-for-measuring-financial-literacy-inclusion-and-well-being-2026_6e8d9566/92f2d439-en.pdf,inversión,criptoactivos,avanzado,PDF,"Marco OECD/INFE actualizado sobre inclusión, bienestar y riesgos de las finanzas digitales",Reconocer riesgos de criptoactivos y finanzas digitales,C13;C29,alto,si
C087,Finanzas sostenibles y criterios ESG,CNMV,https://www.cnmv.es/DocPortal/Publicaciones/Guias/CompetenciasBasicasParaInversores.pdf,inversión,finanzas sostenibles,avanzado,PDF,Material CNMV para interpretar información y riesgos asociados a decisiones de inversión,"Introducir criterios ambientales, sociales y de gobernanza",C12;C13,medio,si
C088,Qué es la inflación y cómo nos afecta,Portal Cliente Bancario BdE,https://clientebancario.bde.es/pcb/es/blog/que-es-la-inflacion--como-nos-afecta-.html,inflación,conceptos,básico,artículo web,Explicación sencilla del Banco de España sobre la inflación y el impacto en la economía familiar,Entender el impacto de la inflación en la vida cotidiana,C07,bajo,no
C089,Cómo afectan a mi dinero la inflación y los tipos de interés,Portal Cliente Bancario BdE,https://clientebancario.bde.es/pcb/es/blog/como-afectan-a-mi-dinero-la-inflacion-y-la-subida-de-los-tipos-de-interes-.html,inflación,ahorro e interés,intermedio,artículo web,"Análisis de la relación entre inflación, tipos de interés y pérdida de valor del dinero",Relacionar la inflación con los tipos de interés y el rendimiento real,C07;C05,bajo,no
C090,Planeación financiera: qué es y cómo hacerla,UNIR,https://mexico.unir.net/noticias/economia/planeacion-financiera/,planificación,planeación general,intermedio,artículo web,Guía conceptual sobre los pasos y beneficios de estructurar un plan financiero a largo plazo,Diseñar las etapas de un plan financiero personal,C01;C16,bajo,no
C091,Manual para organizar las finanzas personales,BBVA,https://www.bbva.com/es/salud-financiera/manual-para-organizar-las-finanzas-personales/,planificación,salud financiera,básico,artículo web,Manual práctico con consejos para la gestión diaria del presupuesto y metas de ahorro,Aplicar hábitos de salud financiera y organización de gastos,C01;C02,bajo,no
C092,Qué son las comisiones bancarias,Portal Cliente Bancario BdE,https://clientebancario.bde.es/pcb/es/menu-horizontal/podemosayudarte/comisiones/que-son-las-comisiones-bancarias/,cuentas bancarias,comisiones,básico,artículo web,Conceptos y límites regulatorios sobre las comisiones que cobran las entidades financieras,Conocer los derechos y obligaciones del cliente sobre comisiones,C08,bajo,no
